,Cl_T1,Cl_T1_NIP_Count,Cl_T1_Mean_dist_Variance
0,0,101,0.04647971702188048
1,1,87,0.04482969754708627
2,2,202,0.04068506276586148
3,3,203,0.036704520357585896
