,Cl_P1,Cl_P1_NIP_Count,Cl_P1_Mean_dist_Variance
0,0,21,0.40326600917492933
1,1,372,0.007909814479322675
2,2,144,0.06676392916009846
3,3,56,0.2400136045473767
