,Cl_T1,Cl_T1_NIP_Count,Cl_T1_Mean_dist_Variance
0,0,87,0.04482969754708627
1,1,203,0.036704520357585896
2,2,101,0.04647971702188048
3,3,202,0.04068506276586148
