,Cl_T5,Cl_T5_NIP_Count,Cl_T5_Mean_dist_Variance
0,0,132,0.05107362358116646
1,1,188,0.01841207486088153
2,2,175,0.01342893266093914
3,3,97,0.12575032149551454
4,4,1,
