,Cl_P9,Cl_P9_NIP_Count,Cl_P9_Mean_dist_Variance
0,0,429,0.014087623332890183
1,1,12,2.3984769944409994
2,2,38,0.3282819773347695
3,3,114,0.08201102571603561
