,NIP,Cluster,Cluster2,X_abscisse
482,N201806193,1,1,77.90893760539713
572,N201807410,1,1,78.07757166947808
552,N201807036,1,1,78.24620573355902
500,N201806425,1,1,78.41483979763997
486,N201806256,1,1,78.58347386172092
510,N201806491,1,1,78.75210792580187
488,N201806283,1,1,78.92074198988281
534,N201806690,1,1,79.08937605396376
523,N201806586,1,1,79.25801011804471
591,N201900016,1,1,79.42664418212566
503,N201806442,1,1,79.5952782462066
481,N201806183,1,1,79.76391231028755
423,N201805169,1,1,79.9325463743685
404,N201804739,1,1,80.10118043844945
405,N201804761,1,1,80.2698145025304
382,N201804229,1,1,80.43844856661134
532,N201806679,1,1,80.60708263069229
499,N201806419,1,1,80.77571669477324
478,N201806148,1,1,80.94435075885418
458,N201805787,1,1,81.11298482293513
448,N201805589,1,1,81.28161888701608
509,N201806488,1,1,81.45025295109703
541,N201806798,1,1,81.61888701517798
512,N201806500,1,1,81.78752107925892
521,N201806569,1,1,81.95615514333987
556,N201807064,1,1,82.12478920742082
480,N201806174,1,1,82.29342327150177
546,N201806908,1,1,82.46205733558271
501,N201806433,1,1,82.63069139966366
540,N201806789,1,1,82.79932546374461
388,N201804400,1,2,82.96795952782556
430,N201805263,1,2,83.1365935919065
515,N201806524,1,2,83.30522765598745
554,N201807048,1,2,83.4738617200684
526,N201806595,1,2,83.64249578414935
494,N201806345,1,2,83.8111298482303
528,N201806606,1,2,83.97976391231124
424,N201805195,1,2,84.14839797639219
579,N201900004,1,2,84.31703204047314
386,N201804388,1,2,84.48566610455408
403,N201804738,1,2,84.65430016863503
467,N201805939,1,2,84.82293423271598
519,N201806566,1,2,84.99156829679693
479,N201806159,1,2,85.16020236087788
522,N201806582,1,2,85.32883642495882
473,N201806047,1,2,85.49747048903977
491,N201806314,1,2,85.66610455312072
571,N201807376,1,2,85.83473861720167
538,N201806746,1,2,86.00337268128261
508,N201806486,1,2,86.17200674536356
270,N201800517,1,3,86.34064080944451
359,N201803645,1,3,86.50927487352546
311,N201802158,2,0,86.6779089376064
362,N201803684,2,0,86.84654300168735
355,N201803561,2,0,87.0151770657683
360,N201803672,2,0,87.18381112984925
379,N201804171,2,1,87.3524451939302
401,N201804697,2,1,87.52107925801114
385,N201804362,2,1,87.68971332209209
419,N201805127,2,1,87.85834738617304
396,N201804632,2,1,88.02698145025398
389,N201804401,2,1,88.19561551433493
435,N201805304,2,1,88.36424957841588
372,N201803904,2,1,88.53288364249683
394,N201804586,2,1,88.70151770657777
411,N201804956,2,1,88.87015177065872
440,N201805448,2,1,89.03878583473967
474,N201806067,2,1,89.20741989882062
542,N201806805,2,1,89.37605396290157
559,N201807130,2,1,89.54468802698251
390,N201804420,2,2,89.71332209106346
302,N201801916,3,0,89.88195615514441
290,N201801535,3,0,90.05059021922536
301,N201801868,3,0,90.2192242833063
300,N201801864,3,0,90.38785834738725
320,N201802518,3,0,90.5564924114682
395,N201804618,3,1,90.72512647554915
417,N201805111,3,1,90.8937605396301
415,N201805100,3,1,91.06239460371104
428,N201805250,3,1,91.23102866779199
425,N201805196,3,1,91.39966273187294
391,N201804565,3,1,91.56829679595388
463,N201805900,3,1,91.73693086003483
427,N201805242,3,1,91.90556492411578
484,N201806241,3,1,92.07419898819673
452,N201805724,3,1,92.24283305227767
475,N201806070,3,1,92.41146711635862
513,N201806507,3,1,92.58010118043957
489,N201806287,3,1,92.74873524452052
524,N201806589,3,1,92.91736930860147
444,N201805499,3,1,93.08600337268241
502,N201806441,3,1,93.25463743676336
504,N201806459,3,1,93.42327150084431
527,N201806601,3,1,93.59190556492526
431,N201805272,3,1,93.7605396290062
414,N201805065,3,1,93.92917369308715
566,N201807288,3,1,94.0978077571681
471,N201805992,3,1,94.26644182124905
441,N201805463,3,1,94.43507588533
387,N201804398,3,1,94.60370994941094
590,N201900015,3,1,94.77234401349189
562,N201807179,3,1,94.94097807757284
454,N201805746,3,1,95.10961214165378
437,N201805343,3,1,95.27824620573473
456,N201805760,3,1,95.44688026981568
472,N201806034,3,1,95.61551433389663
465,N201805931,3,1,95.78414839797757
445,N201805502,3,1,95.95278246205852
453,N201805745,3,1,96.12141652613947
581,N201900006,3,1,96.29005059022042
426,N201805209,3,1,96.45868465430136
451,N201805723,3,1,96.62731871838231
565,N201807220,3,1,96.79595278246326
573,N201807435,3,1,96.96458684654421
461,N201805880,3,1,97.13322091062516
507,N201806479,3,1,97.3018549747061
483,N201806197,3,1,97.47048903878705
511,N201806496,3,1,97.639123102868
422,N201805166,3,1,97.80775716694895
439,N201805364,3,1,97.9763912310299
459,N201805789,3,1,98.14502529511084
447,N201805579,3,1,98.31365935919179
548,N201806940,3,1,98.48229342327274
530,N201806628,3,1,98.65092748735368
539,N201806753,3,1,98.81956155143463
433,N201805285,3,2,98.98819561551558
462,N201805884,3,2,99.15682967959653
505,N201806465,3,2,99.32546374367747
470,N201805973,3,2,99.49409780775842
399,N201804663,3,2,99.66273187183937
545,N201806902,3,2,99.83136593592032
276,N201800916,3,3,100.00000000000126
