Cluster,1900-M000001,1900-M000002,1900-M000003,1900-M000004,1900-M000005,1900-M000006,1900-M000007,DPA_NIP,DDA_NIP,Cluster2
0,0.16071428571428573,0.08258928571428571,0.04017857142857143,0.04241071428571429,0.049107142857142856,0.140625,0.017857142857142856,142.80803571428572,274.5044642857143,1.1517857142857142
1,3.8153846153846156,11.384615384615385,6.092307692307692,2.169230769230769,1.676923076923077,0.0,0.0,274.0,325.4,1.2769230769230768
2,1.4210526315789473,0.8947368421052632,0.0,1.6842105263157894,8.105263157894736,14.052631578947368,0.47368421052631576,219.6315789473684,112.94736842105263,0.8421052631578947
3,0.5409836065573771,6.983606557377049,13.918032786885245,10.39344262295082,3.2459016393442623,0.11475409836065574,0.0,261.21311475409834,178.2295081967213,1.0491803278688525
