Cluster,1900-M000001,1900-M000002,1900-M000003,1900-M000004,1900-M000005,1900-M000006,1900-M000007,DPA_NIP,DDA_NIP,Cluster2
0,0.04527161883805811,0.028612463728237204,0.020392440718908115,0.025886545486009566,0.028170595108674583,0.04803903835440816,0.0062638241398414165,5.679059363998986,12.446184489419881,0.05607466509947565
1,0.4630024857116298,0.8703702537990513,0.6216150942856736,0.6184538843766703,0.5680210638647857,0.0,0.0,8.864769292845958,30.28337954923586,0.08351557981003258
2,1.2642539104699275,0.894736842105263,0.0,0.936750110471052,1.794883463682098,1.1014973440240183,0.1176877882894626,13.780698962555688,32.62703231860599,0.11504278112810525
3,0.17268970006686016,0.963115335425938,0.7374802329358766,0.9857672079475985,0.7222671265013697,0.05772726839888201,0.0,9.3440058444341,24.151371381065154,0.06370281714008345
