,NIP,Concat_Cl_P,X_abscisse
104,N201801958,1,8.659450457951706
105,N201801668,1,8.742714404662781
106,N201604116,1,8.825978351373855
107,N201801535,1,8.90924229808493
108,N201802083,1,8.992506244796004
109,N201802410,1,9.075770191507077
110,N201801449,1,9.159034138218152
111,N201801798,1,9.242298084929226
112,N201706937,1,9.3255620316403
113,N201801472,1,9.408825978351373
114,N201401267,1,9.492089925062448
115,N201802212,1,9.575353871773522
116,N200700792,1,9.658617818484597
117,N201706024,1,9.74188176519567
118,N200706622,1,9.825145711906744
119,N198302025,1,9.908409658617819
120,N201800865,1,9.991673605328893
121,N201801734,1,10.074937552039968
122,N201803415,1,10.15820149875104
123,N201802777,1,10.241465445462115
124,N201802506,1,10.32472939217319
125,N201802653,1,10.407993338884264
126,N201803283,1,10.491257285595337
127,N200502077,1,10.574521232306411
128,N201801509,1,10.657785179017486
129,N201803686,1,10.74104912572856
130,N201803788,1,10.824313072439635
131,N201803697,1,10.907577019150708
132,N201005274,1,10.990840965861782
133,N201803763,1,11.074104912572857
134,N201803804,1,11.157368859283931
135,N201503922,1,11.240632805995004
136,N201803217,1,11.323896752706078
137,N201803806,1,11.407160699417153
138,N201706142,1,11.490424646128227
139,N200301671,1,11.573688592839302
140,N201801987,1,11.656952539550375
141,N201803635,1,11.740216486261449
142,N201801960,1,11.823480432972524
143,N201801840,1,11.906744379683598
144,N199106382,1,11.99000832639467
145,N201203201,1,12.073272273105745
146,N201802894,1,12.15653621981682
147,N201802836,1,12.239800166527894
148,N201802532,1,12.323064113238967
149,N201804570,1,12.406328059950042
150,N201804618,1,12.489592006661116
151,N201804697,1,12.57285595337219
152,N201803465,1,12.656119900083265
153,N201804959,1,12.739383846794338
154,N201206459,1,12.822647793505412
155,N201803684,1,12.905911740216487
156,N201804926,1,12.989175686927561
157,N201804362,1,13.072439633638634
158,N201205149,1,13.155703580349709
159,N201803721,1,13.238967527060783
160,N201801864,1,13.322231473771858
161,N201803632,1,13.405495420482932
162,N201804632,1,13.488759367194005
163,N201805100,1,13.57202331390508
164,N201803561,1,13.655287260616154
165,N201805250,1,13.738551207327228
166,N201804215,1,13.821815154038301
167,N201804565,1,13.905079100749376
168,N201802633,1,13.98834304746045
169,N201804384,1,14.071606994171525
170,N201506720,1,14.154870940882597
171,N201803028,1,14.238134887593672
172,N201803255,1,14.321398834304746
173,N201805304,1,14.404662781015821
174,N201805900,1,14.487926727726895
175,N199704298,1,14.571190674437968
176,N201804767,1,14.654454621149043
177,N201605319,1,14.737718567860117
178,N201805767,1,14.820982514571192
179,N201804104,1,14.904246461282264
180,N201106645,1,14.987510407993339
181,N201804465,1,15.070774354704414
182,N201805242,1,15.154038301415488
183,N201804681,1,15.237302248126563
184,N201806241,1,15.320566194837635
185,N201805724,1,15.40383014154871
186,N201803014,1,15.487094088259784
187,N201803904,1,15.570358034970859
188,N201806070,1,15.653621981681932
189,N201804586,1,15.736885928393006
190,N201804956,1,15.82014987510408
191,N201803567,1,15.903413821815155
192,N201805292,1,15.986677768526228
193,N201806567,1,16.069941715237302
194,N201806287,1,16.153205661948377
195,N201803679,1,16.23646960865945
196,N201805448,1,16.319733555370526
197,N201806597,1,16.4029975020816
198,N199301061,1,16.486261448792675
199,N201802518,1,16.569525395503746
200,N201806854,1,16.65278934221482
201,N198902913,1,16.736053288925895
202,N201803672,1,16.81931723563697
203,N201804871,1,16.902581182348044
204,N201805499,1,16.98584512905912
205,N201600360,1,17.069109075770193
206,N201806441,1,17.152373022481267
207,N201806911,1,17.235636969192342
208,N201806459,1,17.318900915903413
209,N201806601,1,17.402164862614487
210,N201805272,1,17.485428809325562
211,N201806947,1,17.568692756036636
212,N201806407,1,17.65195670274771
213,N201805065,1,17.735220649458785
214,N201806397,1,17.81848459616986
215,N201805992,1,17.901748542880934
216,N201600921,1,17.98501248959201
217,N201805463,1,18.06827643630308
218,N201702085,1,18.151540383014154
219,N201804398,1,18.23480432972523
220,N201805972,1,18.318068276436303
221,N201202367,1,18.401332223147378
222,N201602255,1,18.484596169858452
223,N201805746,1,18.567860116569527
224,N201806193,1,18.6511240632806
225,N201805343,1,18.734388009991676
226,N201805626,1,18.817651956702747
227,N201805760,1,18.90091590341382
