,Cl_P2,Cl_P2_NIP_Count,Cl_P2_Mean_dist_Variance
0,0,56,0.24001360454737747
1,1,372,0.007909814479322675
2,2,21,0.4032660091749257
3,3,144,0.06676392916009846
