,Cl_P6,Cl_P6_NIP_Count,Cl_P6_Mean_dist_Variance
0,0,33,0.3674524572576087
1,1,234,0.034584355498883945
2,2,265,0.05893372148781828
3,3,61,0.06386282808150798
